brand,name,type,afterUse,product_t,notable_e,skintype,Sensitive,Combination,Oily,Dry,Normal
Dr. Dennis Gross Skincare,DRx Acne Eliminating Pads,Facial Treatment,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Lumin,Exfoliating Rub,,"Redness Reducing,Reduces Irritation,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Rosacea,Eczema",,,,,,,,
Blue Chemistry,Beloved Botanical Cream,General Moisturizer,"Reduces Irritation,Brightening",,,,,,,,
Consonant Skin+Care,HydrExtreme Hydration Booster,Serum,,,,,,,,,
Some By Mi,Real Hyaluron Hydra Care Mask,Sheet Mask,"Good For Oily Skin,Reduces Irritation,Skin Texture,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Pestle & Mortar,Pure Hyaluronic Serum,Serum,"Reduces Irritation,Reduces Large Pores,Drying,Irritating",,,,,,,,
Summer Fridays,Heavenly Sixteen All-In-One Face Oil,Oil,"Reduces Irritation,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Rose Inc,No. 2 Blush Brush,Makeup Applicator,,,,,,,,,
Rare Beauty,Positive Light Precision Highlighter Brush,Makeup Applicator,,,,,,,,,
Amika,Polished Perfection Straightening Brush,Tool,,,,,,,,,
Amika,Hair Round Blow Dryer Brush 2.0,Tool,,,,,,,,,
Beauty Bay,5% Niacinamide + Vitamin C Toner ,Toner,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Acne Fighting,Brightening,Drying,Irritating",,,,,,,,
Flamingo,5-Blade Razors for Women - Chrome,Tool,,,,,,,,,
Sigma,Renew Lip Oil - All Heart,Lip Moisturizer,"Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Superdrug,Optimum Collagen Eye Cream,Eye Moisturizer,"Hydrating,Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,Irritating,Eczema",,,,,,,,
Amika,Jumbo High Tide Deep Waver,Tool,,,,,,,,,
The Body Shop,Vitamin E Eye Cream,Eye Moisturizer,"Hydrating,Reduces Irritation,Brightening,Eczema",,,,,,,,
Victoria Beauty,Matrixyl & Hemp Seed Oil Botox Effect Face Cream,General Moisturizer,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea",,,,,,,,
Flamingo,5-Blade Razors for Women - Papaya,Tool,,,,,,,,,
beautyblender,The Original Beautyblender Makeup Sponge,Makeup Applicator,,,,,,,,,
Too Cool For School,Egg Remedy Hair Oil,Other Haircare,"Good For Oily Skin,Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Acne Fighting,Brightening",,,,,,,,
Amika,Double Agent 2-in-1 Straightening Blow Dry Brush,Tool,,,,,,,,,
Flamingo,5-Blade Razors for Women - Sage,Tool,,,,,,,,,
Rare Beauty,Hydrating Under Eye Patches,Eye Mask,"Redness Reducing,Reduces Large Pores,Drying,Irritating",,,,,,,,
Amika,High Tide Deep Waver,Tool,,,,,,,,,
COSRX,AC Collection Calming Liquid Intensive,Toner,"Good For Oily Skin,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
ESI,Acknes Gel Tea Tree Oil Gel for Acne and Pimples,Facial Treatment,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Irritating",,,,,,,,
FaceTheory,Pink Clay AHA Face Mask MK1,Wet Mask,"Redness Reducing,Reduces Irritation,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,May Worsen Oily Skin,Irritating,Rosacea,Eczema",,,,,,,,
Starface,Big Hello Kitty Pimple Patches,Facial Treatment,,,,,,,,,
Starface,Black Star Pimple Patches,Facial Treatment,,,,,,,,,
Barr,Super Balance Brightening Ampoule,Serum,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Acne Fighting,Brightening,Acne Trigger",,,,,,,,
First Aid Beauty,Ultra Repair Wild Oat Hydrating Toner,Toner,"Reduces Large Pores,Scar Healing,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Mixsoon,H.C.T. Mist,Essence,"Good For Oily Skin,Redness Reducing,Reduces Irritation",,,,,,,,
KVD Vegan Beauty,Good Apple Skin-Perfecting Balm,Face Makeup,"Good For Oily Skin,Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Acne Trigger,Irritating,Eczema",,,,,,,,
Pacifica,Pineapple Hydrate Curl Nourishing Mask,Other Haircare,"Hydrating,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Drying,Acne Trigger,Irritating",,,,,,,,
Hada Labo,Gokujun Hyaluronic Moist Lotion,Toner,,,,,,,,,
Creamy,Ácido Mandélico,Facial Treatment,"Reduces Large Pores,Scar Healing,Drying,Irritating",,,,,,,,
Ursa Major,Brighten Up Vitamin C Serum,Serum,"Redness Reducing,Reduces Irritation,Skin Texture,Anti-Aging,Dark Spots,Brightening,Rosacea,Eczema",,,,,,,,
Olay,Regenerist Collagen Peptide 24 Serum (Fragrance Free),Serum,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Acne Fighting,Brightening,May Worsen Oily Skin",,,,,,,,
Skin Actives Scientific,Sunscreen SPF 30 Advanced Protection,Sunscreen,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
DermaGeek,Nourishing Facial Night Cream,Night Moisturizer,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Acne Fighting,Brightening,May Worsen Oily Skin,Acne Trigger",,,,,,,,
Peter Thomas Roth,Pro Strength Vitamin A/C/E Retinoid Treatment,Facial Treatment,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Irritating,Eczema",,,,,,,,
PURITO,Dermide Cica Barrier Sleeping Pack (New),Overnight Mask,"Redness Reducing,Reduces Irritation,Anti-Aging,Acne Trigger",,,,,,,,
PURITO,Centella Green Level Safe Sun SPF50+ PA++++,Sunscreen,"Good For Oily Skin,Redness Reducing,Skin Texture,Anti-Aging,Scar Healing,Acne Fighting,Brightening,Acne Trigger,Irritating,Eczema",,,,,,,,
Aveeno,Calm + Restore Triple Oat Serum For Sensitive Skin,Serum,,,,,,,,,
NARS Cosmetics,Soft Matte Complete Concealer,Face Makeup,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Irritating,Eczema",,,,,,,,
Mary & May,Vegan Blackberry Complex Cream Essence,Essence,"Redness Reducing,Anti-Aging,Brightening",,,,,,,,
Mediheal,Ampoule Mask Ex I.P.P Lightmax,Sheet Mask,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Acne Fighting,Brightening",,,,,,,,
Minetan,Olive 1 Hour Express Self Tan Foam,Tanning,"Hydrating,Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Brightening,Drying,Acne Trigger",,,,,,,,
Hempz,Sweet Pineapple & Honey Melon Herbal Body Moisturizer,Bath & Body,"Hydrating,Redness Reducing,Reduces Irritation,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating",,,,,,,,
The Nue Co,Barrier Culture Moisturizer,General Moisturizer,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Anti-Aging,Acne Fighting,Brightening,Acne Trigger",,,,,,,,
La Roche-Posay,Anthelios UV Correct SPF 70 Daily Face Sunscreen with Niacinamide,Sunscreen,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Anti-Aging,Scar Healing,Acne Fighting,Brightening,Irritating,Eczema",,,,,,,,
Elizabeth Arden,Vitamin C Ceramide Capsules Radiance Renewal Serum,Serum,"Hydrating,Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Brightening",,,,,,,,
The Ordinary,100% Organic Virgin Sea-Buckthorn Fruit Oil,Oil,Reduces Irritation,,,,,,,,
KORA Organics,Noni Bright Vitamin C Serum,Serum,"Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Neogen,Bio Peel Gauze Peeling Wine,Exfoliator,"Good For Oily Skin,Reduces Irritation,Skin Texture,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Bubble,Deep Dive AHA + PHA Exfoliating Mask,Exfoliator,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Macias Dermatology,Micronized BPO 5% Serum,Serum,"Good For Oily Skin,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Round Lab,Mugwort Calming Cleanser,Face Cleanser,"Redness Reducing,Reduces Large Pores,Anti-Aging,Drying,Acne Trigger,Irritating",,,,,,,,
Drunk Elephant,Umbra™ Sheer Physical Daily Defense Broad Spectrum Sunscreen SPF 30,Sunscreen,"Hydrating,Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Acne Trigger,Irritating,Eczema",,,,,,,,
Topicrem,Mela Booster Serum,Serum,"Good For Oily Skin,Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Acne Fighting,Brightening,May Worsen Oily Skin",,,,,,,,
Troxederm,Repair Essence Mist,Essence,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Acne Fighting,Brightening",,,,,,,,
Glow Recipe,Watermelon Glow Lip Pop,Lip Moisturizer,"Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
BYOMA,Balancing Face Mist,Facial Treatment,"Hydrating,Redness Reducing,Reduces Irritation,Reduces Large Pores,Anti-Aging,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
The Agency,Dark Spot FormulaRX,Facial Treatment,"Redness Reducing,Dark Spots,Scar Healing,Rosacea",,,,,,,,
ISANA,Pure Serum,Serum,"Reduces Irritation,Reduces Large Pores,Drying,Irritating",,,,,,,,
Makeup Artist's Choice,Nano-hyaluronic - Advanced Hyaluronic Acid Serum W/watermelon Extract,Serum,Reduces Irritation,,,,,,,,
Dr. Jart+,Dermask Micro Jet Clearing Solution,Sheet Mask,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Acne Fighting,Brightening,Drying,Irritating,Eczema",,,,,,,,
Simple Skincare,Regeneration Age Resisting Night Cream,Night Moisturizer,"Good For Oily Skin,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Thayers,Witch Hazel Alcohol Free Unscented Toner,Toner,"Reduces Large Pores,Drying,Irritating",,,,,,,,
Murad,Vita-C Triple Exfoliating Facial,Exfoliator,"Hydrating,Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Obagi,Blue Brilliance Triple Acid Peel,Facial Treatment,"Good For Oily Skin,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Skin Proud,Bright Eye,Eye Moisturizer,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Acne Fighting,Brightening,May Worsen Oily Skin,Acne Trigger",,,,,,,,
Black Girl Sunscreen,Kids SPF 50,Sunscreen,"Reduces Irritation,Brightening,Irritating,Rosacea",,,,,,,,
Papa Recipe,Blemish Cream,General Moisturizer,"Hydrating,Good For Oily Skin,Redness Reducing,Reduces Irritation,Anti-Aging,Acne Fighting,Brightening,May Worsen Oily Skin,Acne Trigger",,,,,,,,
Botanity,Makiol Water Gel Cream,General Moisturizer,"Good For Oily Skin,Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Drying",,,,,,,,
Miraculum,Bakuchiol Anti-Age Intensive Nutrition Face Serum,Serum,"Hydrating,Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Brightening,Rosacea,Eczema",,,,,,,,
Haruharu Wonder,Wonder Black Rice Hyaluronic Cream,General Moisturizer,"Good For Oily Skin,Reduces Irritation,Skin Texture,Anti-Aging,Scar Healing,Brightening,Acne Trigger,Irritating,Rosacea",,,,,,,,
Dermalogica,MultiVitamin Power Recovery Mask,Wet Mask,"Hydrating,Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
ECOOKING,Cleansing Gel,Face Cleanser,"Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Supergoop!,Glowscreen SPF 40 PA+++ - Golden Hour,Face Makeup,"Good For Oily Skin,Redness Reducing,Acne Fighting,Brightening,Irritating,Rosacea,Eczema",,,,,,,,
Dr. Dennis Gross Skincare,Sheer Mineral Sun Spray SPF 50,Sunscreen,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Brightening",,,,,,,,
Isntree,Yam Root Vegan Milk Toner,Toner,"Redness Reducing,Reduces Irritation,Anti-Aging,May Worsen Oily Skin",,,,,,,,
Slurp,Niacid,Facial Treatment,"Hydrating,Good For Oily Skin,Redness Reducing,Scar Healing,Acne Fighting,Brightening",,,,,,,,
Obagi,Kinetin+ Hydrating Cream,General Moisturizer,"Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,May Worsen Oily Skin,Irritating",,,,,,,,
Geek & Gorgeous,Porefectly Clear,Serum,"Good For Oily Skin,Reduces Large Pores,Acne Fighting,Brightening,Drying,Irritating,Eczema",,,,,,,,
JUMISO,Yes I Am Toner AHA 5%,Toner,"Good For Oily Skin,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Merci,Vitamin C Extra Bright Serum,Serum,"Good For Oily Skin,Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Acne Fighting,Brightening",,,,,,,,
Drunk Elephant,Sweet Biome Fermented Sake Spray,Essence,"Hydrating,Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
T'else,Kombucha Teatox Essence Mask,Sheet Mask,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Acne Fighting,Brightening",,,,,,,,
One Love Organics,Botanical B Enzyme Cleansing Oil,Makeup Remover,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Irritating",,,,,,,,
Anua,Birch Moisture Boosting Pad,Toner,"Good For Oily Skin,Skin Texture,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Minetan,Caramel 1 Hour Express Self Tan Foam,Tanning,"Hydrating,Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Brightening,Drying,Acne Trigger",,,,,,,,
Secret Key,Snow White Spot Gel,Facial Treatment,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Scar Healing,Acne Fighting,Brightening",,,,,,,,
Haruharu Wonder,Black Rice Moisture Airyfit Sunscreen SPF 50+ PA++++,Sunscreen,"Good For Oily Skin,Redness Reducing,Anti-Aging,Scar Healing,Acne Fighting,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating",,,,,,,,
Juice Beauty,Green Apple Brightening Essence,Essence,"Good For Oily Skin,Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Paula's Choice,Nourishing Milky Toner,Toner,Reduces Irritation,,,,,,,,
First Aid Beauty,Oil-Minimizing Toner with Salicylic Acid,Toner,"Good For Oily Skin,Reduces Large Pores,Anti-Aging,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Mixsoon,Scalp & Hair Essence,Other Haircare,Scar Healing,,,,,,,,
Good Molecules,Bakuchiol Oil Blend for Oily Skin,Oil,"Anti-Aging,Dark Spots,Brightening",,,,,,,,
Neogen,Dermalogy Black Energy Cream,General Moisturizer,"Good For Oily Skin,Redness Reducing,Skin Texture,Anti-Aging,Scar Healing,Acne Fighting,Brightening,Irritating",,,,,,,,
Glow Recipe,Watermelon Glow Ultra-Fine Mist,Essence,"Good For Oily Skin,Redness Reducing,Skin Texture,Anti-Aging,Scar Healing,Brightening,Acne Trigger,Irritating",,,,,,,,
Rodan + Fields,Redefine Overnight Restorative Cream,Night Moisturizer,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Saie,Sunvisor Radiant Moisturizing Face Sunscreen SPF 35,Sunscreen,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Irritating,Eczema",,,,,,,,
Minon,Amino Moist Aging Care Lotion,Toner,"Hydrating,Good For Oily Skin,Skin Texture,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Bubble,Wipe Out Makeup Remover,Makeup Remover,"Redness Reducing,Anti-Aging,Brightening,Acne Trigger",,,,,,,,
Farmacy,10% Niacinamide Night Mask,Overnight Mask,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Acne Fighting,Brightening,Acne Trigger",,,,,,,,
Oskia,Super-C - 60 x Smart Nutrient Beauty Capsules - Vitamin C Serum Capsules,Serum,"Hydrating,Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Irritating",,,,,,,,
Earth Rhythm,Phyto-Repair Advanced Cell Repair Moisturizer,General Moisturizer,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Irritating",,,,,,,,
AHC Beauty,Hyaluronic Dewy Radiance Toner,Toner,"Hydrating,Good For Oily Skin,Reduces Irritation,Skin Texture,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Rosen Skincare,Paloma Serum,Serum,"Good For Oily Skin,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,Irritating,Rosacea",,,,,,,,
Advanced Clinicals,Vitamin C + Ferulic Acid Antioxidant Glow Facial Mist,Facial Treatment,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Brightening",,,,,,,,
Byroe,Fig Renewal Oil,Oil,"Redness Reducing,Reduces Irritation,Anti-Aging,Brightening",,,,,,,,
Verso Skincare,Hydration Serum,Serum,"Good For Oily Skin,Redness Reducing,Acne Fighting,Brightening",,,,,,,,
Pyunkang Yul,Calming Moisture Nourishing Cream,General Moisturizer,"Good For Oily Skin,Redness Reducing,Anti-Aging,Acne Fighting,Brightening,Acne Trigger",,,,,,,,
Hello Sunday,The Recovery One Glow Face Mask,Overnight Mask,"Redness Reducing,Brightening",,,,,,,,
Tatcha,The Texture Tonic AHA Liquid Exfoliating Treatment,Exfoliator,"Good For Oily Skin,Redness Reducing,Acne Fighting,Brightening,Rosacea",,,,,,,,
Laneige,Fresh Calming Toner,Toner,"Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Eminence Organics,Radish Seed Refining Peel,Exfoliator,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
IMAGE skincare,Prevention+ Daily Ultimate Protection Moisturizer SPF 50,Sunscreen,"Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
Neutrogena,Skin Perfecting Exfoliating Serum - Combination Skin ,Exfoliator,"Good For Oily Skin,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,Irritating,Rosacea",,,,,,,,
Aiken,Prebiotic Hydra Plus Moisturiser,General Moisturizer,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Acne Fighting,Brightening",,,,,,,,
The Route Beauty,The Everything Day: Skin Rhythm Multitasker,Facial Treatment,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,May Worsen Oily Skin,Irritating,Rosacea",,,,,,,,
EYENLIP BEAUTY,Like Nature Vegan Mask ,Sheet Mask,"Hydrating,Good For Oily Skin,Reduces Irritation,Skin Texture,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Beplain,Sunmuse Tone-Up & Correcting Sunscreen SPF50+ PA++++,Sunscreen,"Good For Oily Skin,Redness Reducing,Acne Fighting,Brightening,Eczema",,,,,,,,
Doa Kozmetik,BHA %2 Tonik,Exfoliator,"Good For Oily Skin,Reduces Large Pores,Acne Fighting,Brightening,Drying,Irritating,Eczema",,,,,,,,
Gold Bond,Ultimate Skin Protectant Eczema Relief Hand Cream,Hand Care,"Redness Reducing,Reduces Irritation,Skin Texture,Anti-Aging,Dark Spots,Brightening,May Worsen Oily Skin",,,,,,,,
Lumin,Super Biome Gel Moisturizer,General Moisturizer,"Good For Oily Skin,Skin Texture,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Sk-II,Facial Treatment Essence (Pitera Essence),Toner,"Hydrating,Eczema",,,,,,,,
bondi sands,Gold'n Hour Vitamin C Serum,Serum,"Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,Irritating",,,,,,,,
Acure,Ultra Hydrating Ceramide Day Serum,Serum,Redness Reducing,,,,,,,,
Advanced Clinicals,C-Glow Toner Vitamin C + Ferulic Acid,Toner,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Brightening",,,,,,,,
Jayjun Cosmetic,Real Water Brightening Black Mask,Sheet Mask,"Good For Oily Skin,Redness Reducing,Anti-Aging,Acne Fighting,Brightening",,,,,,,,
Loved01,Face + Body Oil,Oil,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Acne Trigger,Irritating",,,,,,,,
Revision Skincare,D.E.J Night Face Cream,Night Moisturizer,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating,Eczema",,,,,,,,
Bliss,Clear Genius Body Acne Spray,Bath & Body,"Good For Oily Skin,Redness Reducing,Reduces Large Pores,Acne Fighting,Brightening,Drying,Irritating,Eczema",,,,,,,,
Pupa MIlano,Miss Pupa Gloss,Lip Makeup,"Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,Acne Trigger,Irritating,Eczema",,,,,,,,
Mantecorp,Glycare Duo,Face Cleanser,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Acne Fighting,Brightening,Drying,Irritating,Rosacea",,,,,,,,
